date,hour,fw,bw
2016-11-22,21,294,273
2016-11-22,22,216,203
2016-11-22,23,153,137
2016-11-23,00,96,89
2016-11-23,01,26,23
2016-11-23,02,11,5
2016-11-23,03,44,37
2016-11-23,04,120,96
2016-11-23,05,52,34
2016-11-23,06,123,86
2016-11-23,07,303,263
2016-11-23,08,583,513
2016-11-23,09,741,690
2016-11-23,10,1015,987
2016-11-23,11,1128,1078
2016-11-23,12,1016,1010
2016-11-23,13,1042,1066
2016-11-23,14,1148,1026
2016-11-23,15,1067,1052
2016-11-23,16,1216,1164
2016-11-23,17,1423,1352
2016-11-23,18,1334,1316
2016-11-23,19,800,821
2016-11-23,20,273,274
2016-11-23,21,292,258
2016-11-23,22,246,248
2016-11-23,23,114,146
2016-11-24,00,27,32
2016-11-24,01,36,24
2016-11-24,02,7,7
2016-11-24,03,4,3
2016-11-24,04,5,2
2016-11-24,05,20,14
2016-11-24,06,63,28
2016-11-24,07,314,276
2016-11-24,08,600,539
2016-11-24,09,877,759
2016-11-24,10,1286,1218
2016-11-24,11,1439,1368
2016-11-24,12,1102,1102
2016-11-24,13,1124,1135
2016-11-24,14,1248,1139
2016-11-24,15,1145,1145
2016-11-24,16,1263,1264
2016-11-24,17,1108,1160
2016-11-24,18,884,955
2016-11-24,19,612,621
2016-11-24,20,270,273
2016-11-24,21,222,227
2016-11-24,22,220,326
2016-11-24,23,135,135
2016-11-25,00,40,46
2016-11-25,01,80,121
2016-11-25,02,105,147
2016-11-25,03,22,10
2016-11-25,04,10,8
2016-11-25,05,41,19
2016-11-25,06,67,44
2016-11-25,07,288,237
2016-11-25,08,524,432
2016-11-25,09,692,602
2016-11-25,10,1046,903
2016-11-25,11,1227,1179
2016-11-25,12,1103,1142
2016-11-25,13,1039,1048
2016-11-25,14,953,918
2016-11-25,15,1033,934
2016-11-25,16,1222,1121
2016-11-25,17,1069,1159
2016-11-25,18,845,853
2016-11-25,19,556,583
2016-11-25,20,319,368
2016-11-25,21,357,322
2016-11-25,22,212,218
2016-11-25,23,303,313
2016-11-26,00,105,129
2016-11-26,01,71,79
2016-11-26,02,43,45
2016-11-26,03,33,19
2016-11-26,04,58,45
2016-11-26,05,94,56
2016-11-26,06,83,40
2016-11-26,07,173,144
2016-11-26,08,395,355
2016-11-26,09,860,801
2016-11-26,10,2014,1867
2016-11-26,11,3024,2823
2016-11-26,12,2746,2810
2016-11-26,13,2070,2050
2016-11-26,14,2614,2509
2016-11-26,15,4257,3880
2016-11-26,16,5444,4618
2016-11-26,17,5529,4867
2016-11-26,18,4481,4295
2016-11-26,19,2918,3115
2016-11-26,20,1663,1830
2016-11-26,21,1438,1644
2016-11-26,22,1801,1913
2016-11-26,23,1394,1596
2016-11-27,00,884,1032
2016-11-27,01,648,557
2016-11-27,02,500,442
2016-11-27,03,493,394
2016-11-27,04,441,325
2016-11-27,05,485,325
2016-11-27,06,463,312
2016-11-27,07,326,214
2016-11-27,08,247,255
2016-11-27,09,922,774
2016-11-27,10,2079,1821
2016-11-27,11,3340,3130
2016-11-27,12,3195,3165
2016-11-27,13,3124,2591
2016-11-27,14,4820,3491
2016-11-27,15,5880,4964
2016-11-27,16,6090,4907
2016-11-27,17,6586,6011
2016-11-27,18,4991,4551
2016-11-27,19,2843,3230
2016-11-27,20,1292,1518
2016-11-27,21,972,1207
2016-11-27,22,773,950
2016-11-27,23,486,479
2016-11-28,00,263,271
2016-11-28,01,209,143
2016-11-28,02,231,111
2016-11-28,03,260,130
2016-11-28,04,300,183
2016-11-28,05,348,219
2016-11-28,06,457,267
2016-11-28,07,543,438
2016-11-28,08,579,493
2016-11-28,09,772,678
2016-11-28,10,1257,1215
2016-11-28,11,1285,1426
2016-11-28,12,1178,1189
2016-11-28,13,1278,1298
2016-11-28,14,1181,1078
2016-11-28,15,1526,1473
2016-11-28,16,1801,1768
2016-11-28,17,1830,1815
2016-11-28,18,1542,1560
2016-11-28,19,1029,1061
2016-11-28,20,788,824
2016-11-28,21,541,544
2016-11-28,22,223,180
2016-11-28,23,37,76
2016-11-29,00,21,25
2016-11-29,01,8,11
2016-11-29,02,2,3
2016-11-29,03,0,0
2016-11-29,04,1,1
2016-11-29,05,3,4
2016-11-29,06,25,16
2016-11-29,07,176,192
2016-11-29,08,371,336
2016-11-29,09,569,523
2016-11-29,10,1185,1189
2016-11-29,11,1375,1427
2016-11-29,12,1250,1311
2016-11-29,13,1397,1434
2016-11-29,14,1309,1257
2016-11-29,15,1511,1485
2016-11-29,16,1691,1740
2016-11-29,17,1796,1923
2016-11-29,18,1528,1594
2016-11-29,19,961,1007
2016-11-29,20,601,600
2016-11-29,21,492,472
2016-11-29,22,471,581
2016-11-29,23,383,418
2016-11-30,00,338,320
2016-11-30,01,399,275
2016-11-30,02,346,241
2016-11-30,03,353,288
2016-11-30,04,333,255
2016-11-30,05,322,247
2016-11-30,06,370,255
2016-11-30,07,477,407
2016-11-30,08,577,512
2016-11-30,09,873,739
2016-11-30,10,1262,1201
2016-11-30,11,1579,1625
2016-11-30,12,1266,1399
2016-11-30,13,1343,1335
2016-11-30,14,1362,1291
2016-11-30,15,1621,1585
2016-11-30,16,2002,2024
2016-11-30,17,2069,2241
2016-11-30,18,1730,1769
2016-11-30,19,898,1031
2016-11-30,20,619,634
2016-11-30,21,493,543
2016-11-30,22,507,506
2016-11-30,23,363,343
2016-12-01,00,368,299
2016-12-01,01,369,270
2016-12-01,02,360,273
2016-12-01,03,349,182
2016-12-01,04,410,244
2016-12-01,05,359,220
2016-12-01,06,424,252
2016-12-02,19,1481,1468
2016-12-02,20,965,904
2016-12-02,21,1000,1062
2016-12-02,22,1087,1105
2016-12-02,23,932,1080
2016-12-03,00,705,702
2016-12-03,01,528,384
2016-12-03,02,522,294
2016-12-03,03,518,153
2016-12-03,04,559,183
2016-12-03,05,572,169
2016-12-03,06,629,186
2016-12-03,07,524,267
2016-12-03,08,605,461
2016-12-03,09,1029,867
2016-12-03,10,2089,1850
2016-12-03,11,3057,2944
2016-12-03,12,2692,2710
2016-12-03,13,2104,2121
2016-12-03,14,2614,2555
2016-12-03,15,4095,3916
2016-12-03,16,4814,4379
2016-12-03,17,5715,4884
2016-12-03,18,4269,3918
2016-12-03,19,3195,2793
2016-12-03,20,1703,1523
2016-12-03,21,1650,1460
2016-12-03,22,1992,1996
2016-12-03,23,1541,1574
2016-12-04,00,870,934
2016-12-04,01,493,436
2016-12-04,02,398,236
2016-12-04,03,359,187
2016-12-04,04,370,158
2016-12-04,05,414,182
2016-12-04,06,391,207
2016-12-04,07,281,149
2016-12-04,08,272,270
2016-12-04,09,877,757
2016-12-04,10,1831,1623
2016-12-04,11,2996,3015
2016-12-04,12,2685,2752
2016-12-04,13,2052,2156
2016-12-04,14,2702,2636
2016-12-04,15,4855,4356
2016-12-04,16,6264,5257
2016-12-04,17,6491,5639
2016-12-04,18,4986,4410
2016-12-04,19,3112,3206
2016-12-04,20,1381,1568
2016-12-04,21,930,1087
2016-12-04,22,787,871
2016-12-04,23,433,477
2016-12-05,00,308,252
2016-12-05,01,313,173
2016-12-05,02,331,179
2016-12-05,03,339,144
2016-12-05,04,339,154
2016-12-05,05,443,183
2016-12-05,06,463,163
2016-12-05,07,507,351
2016-12-05,08,641,545
2016-12-05,09,834,749
2016-12-05,10,1237,1152
2016-12-05,11,1356,1429
2016-12-05,12,1309,1217
2016-12-05,13,1426,1405
2016-12-05,14,1397,1265
2016-12-05,15,1746,1612
2016-12-05,16,2053,2034
2016-12-05,17,2082,2146
2016-12-05,18,1650,1830
2016-12-05,19,929,1023
2016-12-05,20,577,576
2016-12-05,21,482,443
2016-12-05,22,577,482
2016-12-05,23,392,373
2016-12-06,00,367,249
2016-12-06,01,297,182
2016-12-06,02,292,179
2016-12-06,03,294,190
2016-12-06,04,359,197
2016-12-06,05,340,200
2016-12-06,06,389,216
2016-12-06,07,477,375
2016-12-06,08,583,477
2016-12-06,09,963,908
2016-12-06,10,1489,1354
2016-12-06,11,1706,1697
2016-12-06,12,1506,1542
2016-12-06,13,1525,1507
2016-12-06,14,1544,1519
2016-12-06,15,1725,1682
2016-12-06,16,1990,1993
2016-12-06,17,2172,2301
2016-12-06,18,1975,1971
2016-12-06,19,1392,1252
2016-12-06,20,744,742
2016-12-06,21,749,704
2016-12-06,22,782,650
2016-12-06,23,584,463
2016-12-07,00,347,338
2016-12-07,01,313,249
2016-12-07,02,333,235
2016-12-07,03,309,224
2016-12-07,04,356,237
2016-12-07,05,369,267
2016-12-07,06,407,300
2016-12-07,07,535,437
2016-12-07,08,618,510
2016-12-07,09,947,822
2016-12-07,10,1631,1546
2016-12-07,11,2098,2033
2016-12-07,12,1795,1778
2016-12-07,13,1710,1704
2016-12-07,14,1844,1731
2016-12-07,15,2340,2282
2016-12-07,16,2770,2752
2016-12-07,17,3022,2694
2016-12-07,18,2486,2664
2016-12-07,19,1846,1986
2016-12-07,20,1282,1275
2016-12-07,21,1111,902
2016-12-07,22,1183,1150
2016-12-07,23,1094,963
2016-12-08,00,580,512
2016-12-08,01,403,315
2016-12-08,02,426,236
2016-12-08,03,387,186
2016-12-08,04,449,198
2016-12-08,05,522,245
2016-12-08,06,451,234
2016-12-08,07,390,210
2016-12-08,08,302,255
2016-12-08,09,1156,960
2016-12-08,10,2482,2137
2016-12-08,11,4429,4227
2016-12-08,12,4064,4091
2016-12-08,13,3042,3158
2016-12-08,14,4271,3746
2016-12-08,15,6779,6109
2016-12-08,16,8487,6674
2016-12-08,17,7582,6440
2016-12-08,18,6442,5531
2016-12-08,19,4477,3890
2016-12-08,20,2072,2436
2016-12-08,21,1416,1702
2016-12-08,22,1276,1315
2016-12-08,23,940,851
2016-12-09,00,485,389
2016-12-09,01,475,244
2016-12-09,02,551,289
2016-12-09,03,490,227
2016-12-09,04,534,267
2016-12-09,05,491,229
2016-12-09,06,625,273
2016-12-09,07,578,377
2016-12-09,08,509,492
2016-12-09,09,1044,889
2016-12-09,10,2111,1853
2016-12-09,11,2858,2612
2016-12-09,12,2412,2436
2016-12-09,13,2035,1938
2016-12-09,14,2334,2274
2016-12-09,15,3616,3300
2016-12-09,16,4748,4321
2016-12-09,17,4426,4059
2016-12-09,18,3643,3540
2016-12-09,19,2571,2742
2016-12-09,20,1480,1576
2016-12-09,21,1544,1407
2016-12-09,22,1465,1465
2016-12-09,23,1205,1191
2016-12-10,00,581,589
2016-12-10,01,494,347
2016-12-10,02,471,273
2016-12-10,03,486,272
2016-12-10,04,538,267
2016-12-10,05,570,292
2016-12-10,06,436,233
2016-12-10,07,425,255
2016-12-10,08,467,396
2016-12-10,09,1128,924
2016-12-10,10,2421,2179
2016-12-10,11,3596,3502
2016-12-10,12,3577,3448
2016-12-10,13,2897,2832
2016-12-10,14,3678,3385
2016-12-10,15,6122,5678
2016-12-10,16,6966,6319
2016-12-10,17,6525,5668
2016-12-10,18,5826,4827
2016-12-10,19,4379,3734
2016-12-10,20,2462,2536
2016-12-10,21,2507,2365
2016-12-10,22,2705,2428
2016-12-10,23,2063,2193
2016-12-11,00,928,1062
2016-12-11,01,697,507
2016-12-11,02,587,330
2016-12-11,03,523,264
2016-12-11,04,527,256
2016-12-11,05,641,286
2016-12-11,06,570,278
2016-12-11,07,392,194
2016-12-11,08,323,282
2016-12-11,09,1101,830
2016-12-11,10,2179,2108
2016-12-11,11,3905,3432
2016-12-11,12,3285,3199
2016-12-11,13,2361,2351
2016-12-11,14,3695,3237
2016-12-11,15,5732,4960
2016-12-11,16,7193,5933
2016-12-11,17,6807,6005
2016-12-11,18,5216,4717
2016-12-11,19,1973,2031
2016-12-11,20,639,703
2016-12-11,21,581,608
2016-12-11,22,572,475
2016-12-11,23,594,440
2016-12-12,00,527,388
2016-12-12,01,540,314
2016-12-12,02,596,265
2016-12-12,03,610,277
2016-12-12,04,607,271
2016-12-12,05,648,272
2016-12-12,06,722,315
2016-12-12,07,613,368
2016-12-12,08,338,335
2016-12-12,09,494,550
2016-12-12,10,627,686
2016-12-12,11,715,666
2016-12-12,12,589,643
2016-12-12,13,692,735
2016-12-12,14,758,747
2016-12-12,15,791,834
2016-12-12,16,898,1107
2016-12-12,17,1136,1363
2016-12-12,18,1192,1092
2016-12-12,19,775,812
2016-12-12,20,552,423
2016-12-12,21,527,391
2016-12-12,22,44,40
2016-07-21,11,1128,1161
2016-07-21,12,1754,1643
2016-07-21,13,1702,1728
2016-07-21,14,1792,1662
2016-07-21,15,1952,1776
2016-07-21,16,2059,1897
2016-07-21,17,1825,1939
2016-07-21,18,1794,1747
2016-07-21,19,1387,1329
2016-07-21,20,843,902
2016-07-21,21,943,1168
2016-07-21,22,1119,1245
2016-07-21,23,795,753
2016-07-22,00,250,267
2016-07-22,01,92,120
2016-07-22,02,39,31
2016-07-22,03,80,189
2016-07-22,04,61,163
2016-07-22,05,37,66
2016-07-22,06,53,63
2016-07-22,07,243,248
2016-07-22,08,540,606
2016-07-22,09,1056,1139
2016-07-22,10,1122,1021
2016-07-22,11,1663,1855
2016-07-22,12,1555,1637
2016-07-22,13,1782,1971
2016-07-22,14,2650,2554
2016-07-22,15,2804,2910
2016-07-22,16,2339,2576
2016-07-22,17,2838,2772
2016-07-22,18,2836,2731
2016-07-22,19,2027,2130
2016-07-22,20,1365,1446
2016-07-22,21,1429,2071
2016-07-22,22,869,1293
2016-07-22,23,966,1277
2016-07-23,00,594,821
2016-07-23,01,147,157
2016-07-23,02,45,34
2016-07-23,03,165,164
2016-07-23,04,33,33
2016-07-23,05,30,60
2016-07-23,06,35,58
2016-07-23,07,127,151
2016-07-23,08,384,420
2016-07-23,09,826,767
2016-07-23,10,1159,1187
2016-07-23,11,1338,1285
2016-07-23,12,1997,2047
2016-07-23,13,1668,1926
2016-07-23,14,2507,2796
2016-07-23,15,3172,3681
2016-07-23,16,3702,4149
2016-07-23,17,4144,4277
2016-07-23,18,3556,3731
2016-07-23,19,2524,2864
2016-07-23,20,1491,1614
2016-07-23,21,1816,2369
2016-07-23,22,1986,3164
2016-07-23,23,1602,2456
2016-07-24,00,949,1304
2016-07-24,01,407,483
2016-07-24,02,196,222
2016-07-24,03,104,147
2016-07-24,04,226,243
2016-07-24,05,165,173
2016-07-24,06,365,342
2016-07-24,07,251,207
2016-07-24,08,288,370
2016-07-24,09,1059,944
2016-07-24,10,1869,2087
2016-07-24,11,3220,3552
2016-07-24,12,2408,2810
2016-07-24,13,2070,2360
2016-07-24,14,1845,2192
2016-07-24,15,2120,2607
2016-07-24,16,3001,3706
2016-07-24,17,3024,3623
2016-07-24,18,3274,3229
2016-07-24,19,2180,2272
2016-07-24,20,1518,1546
2016-07-24,21,1486,1956
2016-07-24,22,1319,1619
2016-07-24,23,708,980
2016-07-25,00,178,281
2016-07-25,01,60,59
2016-07-25,02,21,31
2016-07-25,03,28,26
2016-07-25,04,14,19
2016-07-25,05,61,81
2016-07-25,06,192,224
2016-07-25,07,251,285
2016-07-25,08,543,709
2016-07-25,09,1030,1322
2016-07-25,10,1444,1725
2016-07-25,11,1968,2125
2016-07-25,12,2022,2354
2016-07-25,13,1821,2224
2016-07-25,14,1776,2299
2016-07-25,15,1423,1770
2016-07-25,16,1663,2004
2016-07-25,17,1637,1863
2016-07-25,18,1622,1891
2016-07-25,19,1327,1617
2016-07-25,20,873,1112
2016-07-25,21,833,1117
2016-07-25,22,578,623
2016-07-25,23,331,305
2016-07-26,00,136,162
2016-07-26,01,661,834
2016-07-26,02,64,116
2016-07-26,03,30,42
2016-07-26,04,61,85
2016-07-26,05,171,148
2016-07-26,06,119,123
2016-07-26,07,188,213
2016-07-26,08,427,544
2016-07-26,09,782,853
2016-07-26,10,1389,1378
2016-07-26,11,1885,1954
2016-07-26,12,1843,2059
2016-07-26,13,1689,1539
2016-07-26,14,1374,1407
2016-07-26,15,1387,1382
2016-07-26,16,1387,1389
2016-07-26,17,1593,1401
2016-07-26,18,1465,1381
2016-07-26,19,1024,1045
2016-07-26,20,695,644
2016-07-26,21,658,694
2016-07-26,22,1203,1133
2016-07-26,23,1104,1001
2016-07-27,00,193,158
2016-07-27,01,33,17
2016-07-27,02,168,250
2016-07-27,03,0,4
2016-07-27,04,16,33
2016-07-27,05,42,42
2016-07-27,06,41,64
2016-07-27,07,220,225
2016-07-27,08,518,611
2016-07-27,09,873,987
2016-07-27,10,1348,1380
2016-07-27,11,1662,1619
2016-07-27,12,1777,1695
2016-07-27,13,1623,1609
2016-07-27,14,1663,1721
2016-07-27,15,1859,1836
2016-07-27,16,1869,1906
2016-07-27,17,1722,1699
2016-07-27,18,1676,1634
2016-07-27,19,1839,2002
2016-07-27,20,1027,1198
2016-07-27,21,525,602
2016-07-27,22,624,614
2016-07-27,23,260,343
2016-07-28,00,78,111
2016-07-28,01,48,103
2016-07-28,02,17,51
2016-07-28,03,164,245
2016-07-28,04,190,269
2016-07-28,05,87,123
2016-07-28,06,70,122
2016-07-28,07,226,242
2016-07-28,08,532,648
2016-07-28,09,1054,1142
2016-07-28,10,1815,1815
2016-07-28,11,2195,2472
2016-07-28,12,2687,3123
2016-07-28,13,2336,2610
2016-07-28,14,1909,2040
2016-07-28,15,1676,1581
2016-07-28,16,1855,1832
2016-07-28,17,1856,1748
2016-07-28,18,1922,2030
2016-07-28,19,1366,1475
2016-07-28,20,885,1065
2016-07-28,21,1011,1217
2016-07-28,22,1195,1311
2016-07-28,23,821,728
2016-07-29,00,277,276
2016-07-29,01,134,140
2016-07-29,02,105,101
2016-07-29,03,71,96
2016-07-29,04,69,81
2016-07-29,05,62,87
2016-07-29,06,40,52
2016-07-29,07,252,277
2016-07-29,08,588,631
2016-07-29,09,1032,1140
2016-07-29,10,1711,1719
2016-07-29,11,1896,2095
2016-07-29,12,1844,1928
2016-07-29,13,1540,1588
2016-07-29,14,1528,1514
2016-07-29,15,1662,1560
2016-07-29,16,1551,1508
2016-07-29,17,1686,1675
2016-07-29,18,1823,1670
2016-07-29,19,1422,1487
2016-07-29,20,1061,1227
2016-07-29,21,1397,1758
2016-07-29,22,1466,1727
2016-07-29,23,1148,1079
2016-07-30,00,641,513
2016-07-30,01,241,229
2016-07-30,02,100,138
2016-07-30,03,52,93
2016-07-30,04,46,83
2016-07-30,05,51,81
2016-07-30,06,42,42
2016-07-30,07,139,158
2016-07-30,08,381,453
2016-07-30,09,1200,1345
2016-07-30,10,2016,1936
2016-07-30,11,2459,2603
2016-07-30,12,2215,2265
2016-07-30,13,1829,1870
2016-07-30,14,1926,1843
2016-07-30,15,2059,2180
2016-07-30,16,2879,2838
2016-07-30,17,2496,2751
2016-07-30,18,2696,2539
2016-07-30,19,2260,2461
2016-07-30,20,1473,1744
2016-07-30,21,1810,2045
2016-07-30,22,2148,2353
2016-07-30,23,1808,1645
2016-07-31,00,1066,808
2016-07-31,01,319,303
2016-07-31,02,165,202
2016-07-31,03,129,180
2016-07-31,04,120,199
2016-07-31,05,128,227
2016-07-31,06,108,316
2016-07-31,07,66,65
2016-07-31,08,195,223
2016-07-31,09,679,585
2016-07-31,10,1318,1199
2016-07-31,11,2028,2006
2016-07-31,12,2067,2077
2016-07-31,13,1893,1932
2016-07-31,14,1642,1561
2016-07-31,15,1949,2036
2016-07-31,16,2882,2707
2016-07-31,17,3160,3199
2016-07-31,18,2657,2465
2016-07-31,19,2043,1981
2016-07-31,20,1454,1338
2016-07-31,21,838,951
2016-07-31,22,578,527
2016-07-31,23,407,458
2016-08-01,00,165,263
2016-08-01,01,59,135
2016-08-01,02,88,180
2016-08-01,03,104,219
2016-08-01,04,111,206
2016-08-01,05,94,166
2016-08-01,06,48,44
2016-08-01,07,199,210
2016-08-01,08,505,505
2016-08-01,09,930,938
2016-08-01,10,1623,1604
2016-08-01,11,1886,1842
2016-08-01,12,1905,2065
2016-08-01,13,1752,1769
2016-08-01,14,1827,1853
2016-08-01,15,2064,2007
2016-08-01,16,2281,2176
2016-08-01,17,2390,2181
2016-08-01,18,2005,1950
2016-08-01,19,1416,1271
2016-08-01,20,855,937
2016-08-01,21,1104,1215
2016-08-01,22,987,1147
2016-08-01,23,658,704
2016-08-02,00,339,513
2016-08-02,01,352,572
2016-08-02,02,201,357
2016-08-02,03,149,257
2016-08-02,04,114,209
2016-08-02,05,112,164
2016-08-02,06,38,53
2016-08-02,07,214,248
2016-08-02,08,554,544
2016-08-02,09,1081,1049
2016-08-02,10,1671,1653
2016-08-02,11,2202,2068
2016-08-02,12,2236,2317
2016-08-02,13,1864,1966
2016-08-02,14,1756,1800
2016-08-02,15,1855,1852
2016-08-02,16,2205,2057
2016-08-02,17,1951,1879
2016-08-02,18,2066,2143
2016-08-02,19,1553,1564
2016-08-02,20,1215,1153
2016-08-02,21,1035,1164
2016-08-02,22,1154,1221
2016-08-02,23,639,640
2016-08-03,00,244,316
2016-08-03,01,117,140
2016-08-03,02,61,128
2016-08-03,03,53,111
2016-08-03,04,48,90
2016-08-03,05,49,103
2016-08-03,06,45,59
2016-08-03,07,204,217
2016-08-03,08,498,596
2016-08-03,09,933,1092
2016-08-03,10,1721,1622
2016-08-03,11,1970,1961
2016-08-03,12,2075,2063
2016-08-03,13,1579,1644
2016-08-03,14,1530,1440
2016-08-03,15,1567,1501
2016-08-03,16,1879,1766
2016-08-03,17,1843,1840
2016-08-03,18,1706,1701
2016-08-03,19,1324,1386
2016-08-03,20,890,966
2016-08-03,21,1001,1124
2016-08-03,22,1041,1021
2016-08-03,23,668,650
2016-08-04,00,256,285
2016-08-04,01,116,171
2016-08-04,02,94,184
2016-08-04,03,77,129
2016-08-04,04,57,130
2016-08-04,05,80,150
2016-08-04,06,34,52
2016-08-04,07,218,224
2016-08-04,08,529,547
2016-08-04,09,975,1026
2016-08-04,10,1661,1674
2016-08-04,11,2004,2047
2016-08-04,12,1942,1865
2016-08-04,13,1675,1772
2016-08-04,14,1660,1625
2016-08-04,15,1995,1931
2016-08-04,16,1861,1761
2016-08-04,17,2121,1976
2016-08-04,18,2059,2088
2016-08-04,19,1478,1350
2016-08-04,20,1011,1092
2016-08-04,21,1033,1112
2016-08-04,22,674,776
2016-08-04,23,348,489
2016-08-05,00,65,70
2016-08-05,01,190,365
2016-08-05,02,92,200
2016-08-05,03,67,166
2016-08-05,04,155,232
2016-08-05,05,523,662
2016-08-05,06,36,53
2016-08-05,07,203,193
2016-08-05,08,416,465
2016-08-05,09,606,568
2016-08-05,10,933,820
2016-08-05,11,714,683
2016-08-05,12,975,990
2016-08-05,13,1955,1790
2016-08-05,14,2050,1867
2016-08-05,15,2643,2456
2016-08-05,16,2288,2379
2016-08-05,17,2365,2369
2016-08-05,18,2065,2070
2016-08-05,19,1450,1445
2016-08-05,20,983,1009
2016-08-05,21,1132,1211
2016-08-05,22,1167,1313
2016-08-05,23,632,788
2016-08-06,00,278,353
2016-08-06,01,99,134
2016-08-06,02,72,97
2016-08-06,03,79,134
2016-08-06,04,73,165
2016-08-06,05,181,265
2016-08-06,06,39,37
2016-08-06,07,129,131
2016-08-06,08,411,429
2016-08-06,09,1171,1121
2016-08-06,10,1927,1982
2016-08-06,11,2368,2566
2016-08-06,12,2107,2314
2016-08-06,13,1868,1932
2016-08-06,14,2038,1872
2016-08-06,15,2416,2406
2016-08-06,16,2792,2731
2016-08-06,17,2819,3093
2016-08-06,18,2867,2893
2016-08-06,19,2194,2405
2016-08-06,20,1562,1670
2016-08-06,21,1729,1863
2016-08-06,22,2126,2209
2016-08-06,23,1545,1567
2016-08-07,00,839,593
2016-08-07,01,239,288
2016-08-07,02,123,186
2016-08-07,03,58,127
2016-08-07,04,71,143
2016-08-07,05,57,127
2016-08-07,06,36,36
2016-08-07,07,143,126
2016-08-07,08,303,369
2016-08-07,09,821,819
2016-08-07,10,1646,1615
2016-08-07,11,2324,2378
2016-08-07,12,2123,2059
2016-08-07,13,1696,1653
2016-08-07,14,1586,1451
2016-08-07,15,2314,2138
2016-08-07,16,2636,2474
2016-08-07,17,2721,2523
2016-08-07,18,2601,2415
2016-08-07,19,1949,1912
2016-08-07,20,1581,1428
2016-08-07,21,1589,1667
2016-08-07,22,1259,1278
2016-08-07,23,612,567
2016-08-08,00,151,167
2016-08-08,01,77,101
