date,hour,fw,bw
2016-08-08,02,51,85
2016-08-08,03,33,73
2016-08-08,04,37,96
2016-08-08,05,51,94
2016-08-08,06,56,55
2016-08-08,07,182,184
2016-08-08,08,465,498
2016-08-08,09,819,884
2016-08-08,10,1553,1553
2016-08-08,11,1859,1839
2016-08-08,12,1718,1776
2016-08-08,13,1428,1448
2016-08-08,14,1572,1425
2016-08-08,15,1765,1766
2016-08-08,16,1979,1987
2016-08-08,17,2103,1914
2016-08-08,18,1954,1861
2016-08-08,19,1577,1550
2016-08-08,20,1169,1139
2016-08-08,21,1065,1300
2016-08-08,22,966,1161
2016-08-08,23,529,555
2016-08-09,00,192,247
2016-08-09,01,86,134
2016-08-09,02,46,99
2016-08-09,03,82,191
2016-08-09,04,47,116
2016-08-09,05,60,123
2016-08-09,06,36,45
2016-08-09,07,223,220
2016-08-09,08,453,491
2016-08-09,09,994,967
2016-08-09,10,1626,1650
2016-08-09,11,2031,2137
2016-08-09,12,2164,2448
2016-08-09,13,1995,2186
2016-08-09,14,2011,2127
2016-08-09,15,2319,2151
2016-08-09,16,2775,2450
2016-08-09,17,2508,2357
2016-08-09,18,2221,2050
2016-08-09,19,1486,1619
2016-08-09,20,1078,1102
2016-08-09,21,1157,1426
2016-08-09,22,1206,1472
2016-08-09,23,813,936
2016-08-10,00,590,758
2016-08-10,01,421,616
2016-08-10,02,348,515
2016-08-10,03,191,360
2016-08-10,04,69,161
2016-08-10,05,81,145
2016-08-10,06,41,57
2016-08-10,07,179,170
2016-08-10,08,405,442
2016-08-10,09,776,936
2016-08-10,10,1737,1600
2016-08-10,11,2070,2060
2016-08-10,12,1886,1958
2016-08-10,13,1453,1572
2016-08-10,14,1572,1473
2016-08-10,15,1794,1799
2016-08-10,16,1945,1897
2016-08-10,17,2271,2151
2016-08-10,18,1881,1916
2016-08-10,19,1622,1631
2016-08-10,20,1087,1074
2016-08-10,21,1013,1192
2016-08-10,22,1070,1124
2016-08-10,23,604,633
2016-08-11,00,242,300
2016-08-11,01,123,198
2016-08-11,02,309,504
2016-08-11,03,174,271
2016-08-11,04,95,186
2016-08-11,05,36,94
2016-08-11,06,31,40
2016-08-11,07,227,194
2016-08-11,08,390,424
2016-08-11,09,913,978
2016-08-11,10,1776,1651
2016-08-11,11,2198,2334
2016-08-11,12,2114,2096
2016-08-11,13,1944,1915
2016-08-11,14,1797,1989
2016-08-11,15,1813,1856
2016-08-11,16,2138,2041
2016-08-11,17,2239,2268
2016-08-11,18,2108,2070
2016-08-11,19,1624,1519
2016-08-11,20,1280,1194
2016-08-11,21,1240,1276
2016-08-11,22,1017,1093
2016-08-11,23,575,581
2016-08-12,00,239,275
2016-08-12,01,80,163
2016-08-12,02,103,170
2016-08-12,03,72,133
2016-08-12,04,51,98
2016-08-12,05,37,91
2016-08-12,06,38,33
2016-08-12,07,200,175
2016-08-12,08,420,491
2016-08-12,09,746,814
2016-08-12,10,1672,1535
2016-08-12,11,2072,2161
2016-08-12,12,1894,2065
2016-08-12,13,1721,1685
2016-08-12,14,1605,1608
2016-08-12,15,1807,1938
2016-08-12,16,2250,2011
2016-08-12,17,2245,2233
2016-08-12,18,2166,2016
2016-08-12,19,1578,1658
2016-08-12,20,1220,1328
2016-08-12,21,1130,1427
2016-08-12,22,1131,1144
2016-08-12,23,689,635
2016-08-13,00,298,279
2016-08-13,01,97,142
2016-08-13,02,85,126
2016-08-13,03,73,137
2016-08-13,04,35,77
2016-08-13,05,38,73
2016-08-13,06,31,39
2016-08-13,07,132,139
2016-08-13,08,349,353
2016-08-13,09,977,1055
2016-08-13,10,1890,1755
2016-08-13,11,2566,2467
2016-08-13,12,2242,2293
2016-08-13,13,1747,2053
2016-08-13,14,1834,1761
2016-08-13,15,2294,2049
2016-08-13,16,2704,2554
2016-08-13,17,2691,2961
2016-08-13,18,2718,2699
2016-08-13,19,1912,2131
2016-08-13,20,1477,1556
2016-08-13,21,1539,1724
2016-08-13,22,1716,2068
2016-08-13,23,1316,1077
2016-08-14,00,522,469
2016-08-14,01,231,237
2016-08-14,02,68,149
2016-08-14,03,56,75
2016-08-14,04,37,96
2016-08-14,05,24,78
2016-08-14,06,23,34
2016-08-14,07,176,167
2016-08-14,08,291,363
2016-08-14,09,895,884
2016-08-14,10,1712,1756
2016-08-14,11,2175,2347
2016-08-14,12,1992,2090
2016-08-14,13,1573,1597
2016-08-14,14,1605,1495
2016-08-14,15,1981,1768
2016-08-14,16,2481,2199
2016-08-14,17,2472,2403
2016-08-14,18,2439,2234
2016-08-14,19,1876,1820
2016-08-14,20,1306,1336
2016-08-14,21,1573,1728
2016-08-14,22,1551,1543
2016-08-14,23,926,808
2016-08-15,00,326,323
2016-08-15,01,129,157
2016-08-15,02,68,173
2016-08-15,03,70,181
2016-08-15,04,29,90
2016-08-15,05,43,88
2016-08-15,06,39,46
2016-08-15,07,126,110
2016-08-15,08,300,365
2016-08-15,09,968,880
2016-08-15,10,1809,1663
2016-08-15,11,2479,2624
2016-08-15,12,2114,2260
2016-08-15,13,1792,1680
2016-08-15,14,2002,1944
2016-08-15,15,2283,2234
2016-08-15,16,2481,2306
2016-08-15,17,2383,2296
2016-08-15,18,2517,2482
2016-08-15,19,1865,1953
2016-08-15,20,1712,1626
2016-08-15,21,1679,1768
2016-08-15,22,1435,1488
2016-08-15,23,712,713
2016-08-16,00,295,282
2016-08-16,01,104,143
2016-08-16,02,69,123
2016-08-16,03,92,206
2016-08-16,04,74,169
2016-08-16,05,30,62
2016-08-16,06,29,48
2016-08-16,07,178,167
2016-08-16,08,379,408
2016-08-16,09,896,901
2016-08-16,10,1803,1559
2016-08-16,11,2091,2119
2016-08-16,12,1956,2143
2016-08-16,13,1644,1866
2016-08-16,14,1687,1709
2016-08-16,15,2026,1899
2016-08-16,16,2432,2289
2016-08-16,17,2032,2182
2016-08-16,18,1971,1810
2016-08-16,19,1364,1421
2016-08-16,20,1221,1130
2016-08-16,21,1091,1217
2016-08-16,22,900,1063
2016-08-16,23,743,917
2016-08-17,00,287,380
2016-08-17,01,246,405
2016-08-17,02,86,180
2016-08-17,03,80,173
2016-08-17,04,129,232
2016-08-17,05,294,366
2016-08-17,06,55,89
2016-08-17,07,148,142
2016-08-17,08,374,402
2016-08-17,09,815,861
2016-08-17,10,1701,1579
2016-08-17,11,2018,2084
2016-08-17,12,1843,1996
2016-08-17,13,1403,1650
2016-08-17,14,1467,1361
2016-08-17,15,1737,1601
2016-08-17,16,1985,1964
2016-08-17,17,2118,1935
2016-08-17,18,1856,1773
2016-08-17,19,1368,1462
2016-08-17,20,1006,872
2016-08-17,21,930,1062
2016-08-17,22,913,996
2016-08-17,23,459,491
2016-08-18,00,200,237
2016-08-18,01,100,180
2016-08-18,02,39,95
2016-08-18,03,82,184
2016-08-18,04,106,230
2016-08-18,05,98,225
2016-08-18,06,50,49
2016-08-18,07,173,150
2016-08-18,08,383,402
2016-08-18,09,950,971
2016-08-18,10,1863,1689
2016-08-18,11,2184,2165
2016-08-18,12,1965,2113
2016-08-18,13,1514,1624
2016-08-18,14,1776,1778
2016-08-18,15,2334,2113
2016-08-18,16,2484,2414
2016-08-18,17,2286,2131
2016-08-18,18,2194,2082
2016-08-18,19,1496,1553
2016-08-18,20,980,1186
2016-08-18,21,1151,1292
2016-08-18,22,1060,1117
2016-08-18,23,508,518
2016-08-19,00,193,295
2016-08-19,01,135,236
2016-08-19,02,78,158
2016-08-19,03,34,89
2016-08-19,04,42,114
2016-08-19,05,83,195
2016-08-19,06,40,72
2016-08-19,08,259,247
2016-08-19,09,514,616
2016-08-19,10,1347,1164
2016-08-19,07,108,86
2016-08-19,11,1669,1674
2016-08-19,12,1799,1942
2016-08-19,13,1332,1438
2016-08-19,14,1500,1366
2016-08-19,15,1944,1755
2016-08-19,16,2123,1956
2016-08-19,17,2234,2010
2016-08-19,18,1894,1803
2016-08-19,19,1262,1376
2016-08-19,20,888,807
2016-08-19,21,1058,1202
2016-08-19,22,1130,1237
2016-08-19,23,676,694
2016-08-20,00,269,277
2016-08-20,01,115,173
2016-08-20,02,61,99
2016-08-20,03,49,128
2016-08-20,04,66,134
2016-08-20,05,57,103
2016-08-20,06,37,53
2016-08-20,07,81,76
2016-08-20,08,291,245
2016-08-20,09,773,695
2016-08-20,10,1348,1280
2016-08-20,11,1830,1693
2016-08-20,12,1593,1658
2016-08-20,13,1368,1512
2016-08-20,14,1627,1544
2016-08-20,15,1903,1936
2016-08-20,16,1969,1954
2016-08-20,17,2164,2320
2016-08-20,18,1925,1891
2016-08-20,19,985,1056
2016-08-20,20,646,791
2016-08-20,21,439,766
2016-08-20,22,479,574
2016-08-20,23,416,488
2016-08-21,00,227,337
2016-08-21,01,109,70
2016-08-21,02,88,67
2016-08-21,03,102,80
2016-08-21,04,104,162
2016-08-21,05,62,97
2016-08-21,06,85,131
2016-08-21,07,151,136
2016-08-21,08,327,434
2016-08-21,09,1143,1101
2016-08-21,10,2538,2729
2016-08-21,11,3587,3482
2016-08-21,13,2586,2642
2016-08-21,12,3618,3830
2016-08-21,14,2777,2995
2016-08-21,15,4080,4784
2016-08-21,16,6322,5865
2016-08-21,17,6399,6524
2016-08-21,18,4679,4120
2016-08-21,19,3175,2915
2016-08-21,20,2246,2074
2016-08-21,21,2294,2195
2016-08-21,22,1806,1859
2016-08-21,23,1316,1721
2016-08-22,00,2288,2708
2016-08-22,01,808,1200
2016-08-22,02,634,781
2016-08-22,03,434,540
2016-08-22,04,85,187
2016-08-22,05,87,147
2016-08-22,06,38,46
2016-08-22,07,218,211
2016-08-22,08,402,404
2016-08-22,09,716,811
2016-08-22,10,1318,1318
2016-08-22,11,1593,1713
2016-08-22,12,1586,1498
2016-08-22,13,1325,1330
2016-08-22,14,1512,1425
2016-08-22,15,1499,1602
2016-08-22,16,1834,1798
2016-08-22,17,1915,1959
2016-08-22,18,1762,1669
2016-08-22,19,1303,1304
2016-08-23,10,2498,2552
2016-08-22,20,1061,1070
2016-08-22,21,873,1060
2016-08-22,23,502,488
2016-08-23,00,216,249
2016-08-23,01,122,217
2016-08-22,22,757,866
2016-08-23,02,98,190
2016-08-23,03,79,191
2016-08-23,04,80,178
2016-08-23,05,58,115
2016-08-23,06,44,79
2016-08-23,07,289,283
2016-08-23,08,664,666
2016-08-23,09,1357,1496
2016-08-23,11,2148,2132
2016-08-23,12,1682,1768
2016-08-23,13,1510,1625
2016-08-23,14,1622,1453
2016-08-23,15,1693,1774
2016-08-23,16,1900,1764
2016-08-23,17,1806,1874
2016-08-23,18,1880,1734
2016-08-23,19,1445,1468
2016-08-23,20,895,1017
2016-08-23,21,943,1081
2016-08-23,22,848,951
2016-08-23,23,455,500
2016-08-24,00,153,199
2016-08-24,01,92,130
2016-08-24,02,72,150
2016-08-24,03,61,155
2016-08-24,04,60,124
2016-08-24,05,53,97
2016-08-24,06,33,44
2016-08-24,07,168,175
2016-08-24,08,358,422
2016-08-24,09,770,840
2016-08-24,10,1549,1439
2016-08-24,11,1926,1903
2016-08-24,12,1615,1653
2016-08-24,13,1308,1415
2016-08-24,14,1320,1307
2016-08-24,15,1554,1461
2016-08-24,16,1878,1605
2016-08-24,17,1684,1724
2016-08-24,18,1693,1671
2016-08-24,19,1204,1230
2016-08-24,20,793,818
2016-08-24,21,944,1195
2016-08-24,22,918,980
2016-08-24,23,418,446
2016-08-25,00,191,238
2016-08-25,01,88,159
2016-08-25,02,55,106
2016-08-25,03,30,53
2016-08-25,04,26,58
2016-08-25,05,63,133
2016-08-25,06,48,72
2016-08-25,07,189,187
2016-08-25,08,456,494
2016-08-25,09,828,893
2016-08-25,10,1595,1533
2016-08-25,11,2234,2243
2016-08-25,12,1755,1871
2016-08-25,13,1478,1542
2016-08-25,14,1561,1465
2016-08-25,15,1664,1749
2016-08-25,16,1809,1775
2016-08-25,17,1906,1913
2016-08-25,18,1886,1779
2016-08-25,19,1447,1667
2016-08-25,20,907,954
2016-08-25,21,1028,1115
2016-08-25,22,955,1116
2016-08-25,23,609,635
2016-08-26,00,216,219
2016-08-26,01,81,132
2016-08-26,02,72,104
2016-08-26,03,60,123
2016-08-26,04,36,82
2016-08-26,05,35,70
2016-08-26,06,34,47
2016-08-26,07,205,219
2016-08-26,08,437,491
2016-08-26,09,762,938
2016-08-26,10,1678,1497
2016-08-26,11,1965,1981
2016-08-26,12,1983,1787
2016-08-26,13,1412,1477
2016-08-26,14,1588,1426
2016-08-26,15,1844,1685
2016-08-26,16,2012,2049
2016-08-26,17,1972,1913
2016-08-26,18,1834,1739
2016-08-26,19,1372,1385
2016-08-26,20,1000,1159
2016-08-26,21,910,1279
2016-08-26,22,1126,1282
2016-08-26,23,841,757
2016-08-27,00,401,408
2016-08-27,01,172,192
2016-08-27,02,100,181
2016-08-27,03,56,111
2016-08-27,04,70,170
2016-08-27,05,63,111
2016-08-27,06,45,70
2016-08-27,07,145,133
2016-08-27,08,331,363
2016-08-27,09,869,977
2016-08-27,10,1713,1575
2016-08-27,11,2120,2312
2016-08-27,12,1853,1966
2016-08-27,13,1516,1425
2016-08-27,14,1521,1426
2016-08-27,15,1837,1716
2016-08-27,16,2255,2196
2016-08-27,17,2113,2357
2016-08-27,18,2121,2154
2016-08-27,19,1576,1930
2016-08-27,20,1177,1452
2016-08-27,21,1358,1700
2016-08-27,22,1666,1693
2016-08-27,23,1389,1234
2016-08-28,00,566,505
2016-08-28,01,249,301
2016-08-28,02,91,168
2016-08-28,03,91,161
2016-08-28,04,62,130
2016-08-28,05,43,101
2016-08-28,06,30,36
2016-08-28,07,114,97
2016-08-28,08,285,256
2016-08-28,09,712,691
2016-08-28,10,1457,1610
2016-08-28,11,1937,1916
2016-08-28,12,1593,1570
2016-08-28,13,1148,1098
2016-08-28,14,1184,1169
2016-08-28,15,1398,1482
2016-08-28,16,1993,1965
2016-08-28,17,2369,2196
2016-08-28,18,2093,1929
2016-08-28,19,1558,1666
2016-08-28,20,1104,1105
2016-08-28,21,998,1099
2016-08-28,22,941,998
2016-08-28,23,471,473
2016-08-29,00,167,216
2016-08-29,01,107,228
2016-08-29,02,87,158
2016-08-29,03,70,184
2016-08-29,04,71,202
2016-08-29,05,52,107
2016-08-29,06,41,74
2016-08-29,07,146,128
2016-08-29,08,335,306
2016-08-29,09,616,650
2016-08-29,10,1022,895
2016-08-29,11,1312,1388
2016-08-29,12,1043,1159
2016-08-29,13,1009,920
2016-08-29,14,1073,1080
2016-08-29,15,1184,1111
2016-08-29,16,1590,1472
2016-08-29,17,1325,1398
2016-08-29,18,1340,1268
2016-08-29,19,882,857
2016-08-29,20,672,847
2016-08-29,21,924,1151
2016-08-29,22,853,1060
2016-08-29,23,561,706
2016-08-30,00,132,262
2016-08-30,01,46,116
2016-08-30,02,103,205
2016-08-30,03,68,229
2016-08-30,04,127,267
2016-08-30,05,111,302
2016-08-30,06,124,210
2016-08-30,07,234,191
2016-08-30,08,646,602
2016-08-30,09,1004,888
2016-08-30,10,2081,1847
2016-08-30,11,2347,2158
2016-08-30,12,2358,2067
2016-08-30,13,2131,2060
2016-08-30,14,2316,2254
2016-08-30,15,2686,2447
2016-08-30,16,2601,2444
2016-08-30,17,2531,2479
2016-08-30,18,2162,2212
2016-08-30,19,1493,1546
2016-08-30,20,1189,1600
2016-08-30,21,1015,1363
2016-08-30,22,822,1056
2016-08-30,23,593,792
2016-08-31,00,204,295
2016-08-31,01,90,165
2016-08-31,02,85,173
2016-08-31,03,67,162
2016-08-31,04,94,220
2016-08-31,05,74,147
2016-08-31,06,73,86
2016-08-31,07,221,216
2016-08-31,08,577,559
2016-08-31,09,1125,1055
2016-08-31,10,2393,2176
2016-08-31,11,2920,2742
2016-08-31,12,2546,2534
2016-08-31,13,1759,1784
2016-08-31,14,1813,1692
2016-08-31,15,2452,2228
2016-08-31,16,2976,2784
2016-08-31,17,2878,2699
2016-08-31,18,2735,2921
2016-08-31,19,2096,2144
2016-08-31,20,1217,1438
2016-08-31,21,1209,1366
2016-08-31,22,1095,1244
2016-08-31,23,690,847
2016-09-01,00,215,326
2016-09-01,01,116,211
2016-09-01,02,72,127
2016-09-01,03,63,167
2016-09-01,04,34,64
2016-09-01,05,65,122
2016-09-01,06,72,80
2016-09-01,07,323,310
2016-09-01,08,840,823
2016-09-01,09,1478,1297
2016-09-01,10,2697,2438
2016-09-01,11,3047,2800
2016-09-01,12,2515,2498
2016-09-01,13,2139,2158
2016-09-01,14,2386,2251
2016-09-01,15,2626,2478
2016-09-01,16,2875,2653
2016-09-01,17,2614,2491
2016-09-01,18,2677,2676
2016-09-01,19,1956,1982
2016-09-01,20,1119,1235
2016-09-01,21,1371,1592
2016-09-01,22,1137,1294
2016-09-01,23,616,743
2016-09-02,00,294,423
2016-09-02,01,100,182
2016-09-02,02,87,185
2016-09-02,03,63,137
2016-09-02,04,29,61
2016-09-02,05,77,136
2016-09-02,06,117,116
2016-09-02,07,389,385
2016-09-02,08,896,855
2016-09-02,09,1664,1581
2016-09-02,10,2784,2522
2016-09-02,11,3425,3195
2016-09-02,12,2819,2824
2016-09-02,13,2454,2492
2016-09-02,14,2685,2588
2016-09-02,15,2827,2670
2016-09-02,16,3132,2951
2016-09-02,17,3694,3648
2016-09-02,18,2916,2940
2016-09-02,19,2086,2131
2016-09-02,20,1447,1537
2016-09-02,21,1560,1705
2016-09-02,22,1730,1896
2016-09-02,23,1220,1432
2016-09-03,00,597,697
2016-09-03,01,197,296
2016-09-03,02,114,151
2016-09-03,03,59,106
2016-09-03,04,27,56
2016-09-03,05,47,56
2016-09-03,06,78,79
2016-09-03,07,191,179
2016-09-03,08,604,582
2016-09-03,09,1719,1558
2016-09-03,10,3241,2967
2016-09-03,11,4320,3957
2016-09-03,12,3633,3519
2016-09-03,13,2641,2656
2016-09-03,14,3085,2987
2016-09-03,15,3888,3645
2016-09-03,16,4789,4298
2016-09-03,17,6058,5302
2016-09-03,18,5195,5356
2016-09-03,19,3951,4036
2016-09-03,20,2841,2775
2016-09-03,21,3013,3114
2016-09-03,22,3520,3477
2016-09-03,23,2577,3202
2016-09-04,00,1129,1367
2016-09-04,01,552,661
2016-09-04,02,200,316
2016-09-04,03,106,206
2016-09-04,04,60,123
2016-09-04,05,79,152
2016-09-04,06,123,255
2016-09-04,07,187,138
2016-09-04,08,441,436
2016-09-04,09,1428,1291
2016-09-04,10,2738,2440
2016-09-04,11,3679,3438
2016-09-04,12,3191,3194
2016-09-04,13,2184,2072
2016-09-04,14,2462,2392
2016-09-04,15,3874,3405
2016-09-04,16,4714,4274
2016-09-04,17,4466,4362
2016-09-04,18,4364,4196
2016-09-04,19,2751,2742
2016-09-04,20,1672,1794
2016-09-04,21,1427,1684
2016-09-04,22,1136,1332
2016-09-04,23,619,781
2016-09-05,00,210,361
2016-09-05,01,173,293
2016-09-05,02,250,415
2016-09-05,03,203,389
2016-09-05,04,169,357
2016-09-05,05,483,706
2016-09-05,06,287,395
2016-09-05,07,413,387
2016-09-05,08,1019,984
2016-09-05,09,1836,1724
2016-09-05,10,2746,2479
2016-09-05,11,2908,2878
2016-09-05,12,2561,2708
2016-09-05,13,2289,2333
2016-09-05,14,2483,2338
2016-09-05,15,2864,2623
2016-09-05,16,3067,2814
2016-09-05,17,3200,3030
2016-09-05,18,2789,2793
2016-09-05,19,1811,1861
2016-09-05,20,1127,1274
2016-09-05,21,909,1072
2016-09-05,22,800,1002
2016-09-05,23,584,752
2016-09-06,00,359,529
2016-09-06,01,334,526
2016-09-06,02,440,685
2016-09-06,03,130,277
2016-09-06,04,239,400
2016-09-06,05,85,136
2016-09-06,06,122,148
2016-09-06,07,361,323
2016-09-06,08,1152,1099
2016-09-06,09,1983,1818
2016-09-06,10,3006,2769
2016-09-06,11,3362,3095
2016-09-06,12,3397,3288
2016-09-06,13,2988,3001
2016-09-06,14,2392,2324
2016-09-06,15,2958,2824
2016-09-06,16,3343,3269
2016-09-06,17,3458,3432
2016-09-06,18,2851,2855
2016-09-06,19,1942,2021
2016-09-06,20,1694,1820
2016-09-06,21,1606,1842
2016-09-06,22,1341,1541
2016-09-06,23,650,857
2016-09-07,00,265,374
2016-09-07,01,155,203
2016-09-07,02,105,156
2016-09-07,03,79,153
2016-09-07,04,81,151
2016-09-07,05,102,161
2016-09-07,06,111,133
2016-09-07,07,368,342
2016-09-07,08,873,894
2016-09-07,09,1850,1716
2016-09-07,10,2915,2673
2016-09-07,11,3175,3145
2016-09-07,12,2840,2814
2016-09-07,13,2560,2725
2016-09-07,14,2461,2350
2016-09-07,15,2791,2642
2016-09-07,16,3158,2995
2016-09-07,17,3144,3048
2016-09-07,18,2820,2887
2016-09-07,19,1834,1918
2016-09-07,20,1080,1202
2016-09-07,21,989,1145
2016-09-07,22,1029,1200
2016-09-07,23,566,711
2016-09-08,00,298,427
2016-09-08,01,195,274
2016-09-08,02,85,156
2016-09-08,03,66,123
2016-09-08,04,80,216
2016-09-08,05,90,166
2016-09-08,06,108,146
2016-09-08,07,339,331
2016-09-08,08,911,906
2016-09-08,09,1858,1644
2016-09-08,10,3164,2975
2016-09-08,11,4009,3780
2016-09-08,12,3316,3211
2016-09-08,13,2720,2755
2016-09-08,14,2614,2499
2016-09-08,15,3275,3116
2016-09-08,16,3458,3394
2016-09-08,17,3340,3298
2016-09-08,18,2922,2929
2016-09-08,19,1847,1906
2016-09-08,20,990,1136
2016-09-08,21,1030,1239
2016-09-08,22,922,1078
2016-09-08,23,465,602
2016-09-09,00,247,356
2016-09-09,01,90,214
2016-09-09,02,84,164
2016-09-09,03,47,118
2016-09-09,04,51,102
2016-09-09,05,66,136
2016-09-09,06,86,121
2016-09-09,07,377,360
2016-09-09,08,915,866
2016-09-09,09,1678,1576
2016-09-09,10,2898,2563
2016-09-09,11,3445,3308
2016-09-09,12,3092,3073
2016-09-09,13,2509,2465
2016-09-09,14,2691,2634
2016-09-09,15,3002,2896
2016-09-09,16,3624,3290
2016-09-09,17,3777,3604
2016-09-09,18,3243,3314
2016-09-09,19,2159,2169
2016-09-09,20,1380,1586
2016-09-09,21,1460,1595
2016-09-09,22,1588,1801
2016-09-09,23,1166,1292
2016-09-10,00,582,701
2016-09-10,01,254,389
2016-09-10,02,119,216
2016-09-10,03,107,211
2016-09-10,04,92,183
2016-09-10,05,174,228
2016-09-10,15,3337,3183
2016-09-10,16,5516,4829
2016-09-10,06,42,48
2016-09-10,07,141,137
2016-09-10,08,427,387
2016-09-10,09,1199,963
2016-09-10,10,2142,2126
2016-09-10,11,2917,2698
2016-09-10,12,2699,2478
2016-09-10,13,1720,1602
2016-09-10,14,1959,1928
2016-09-10,17,5503,5307
2016-09-10,18,4663,4476
2016-09-10,19,3760,3775
2016-09-10,20,2875,3076
2016-09-10,21,2876,3419
2016-09-10,22,2814,2718
2016-09-10,23,2136,2760
2016-09-11,00,936,1189
2016-09-11,01,405,577
2016-09-11,02,208,417
2016-09-11,03,72,211
2016-09-11,04,31,51
2016-09-11,05,85,161
2016-09-11,06,80,157
2016-09-11,07,214,167
2016-09-11,08,491,481
2016-09-11,09,1456,1239
2016-09-11,10,3000,2700
2016-09-11,11,4330,4020
2016-09-11,12,3166,3132
2016-09-11,13,2273,2294
2016-09-11,14,2678,2461
2016-09-11,15,3869,3536
2016-09-11,16,5604,5338
2016-09-11,17,5090,4944
2016-09-11,18,4292,4092
2016-09-11,19,3002,3057
2016-09-11,20,1603,1831
2016-09-11,21,1288,1493
2016-09-11,22,1024,1196
2016-09-11,23,494,676
2016-09-12,00,190,346
2016-09-12,01,482,570
2016-09-12,02,298,433
2016-09-12,03,484,653
2016-09-12,04,605,788
2016-09-12,05,617,830
2016-09-12,06,537,623
2016-09-12,07,517,512
2016-09-12,08,1077,1068
2016-09-12,09,1305,1267
2016-09-12,10,2130,1868
2016-09-12,11,3000,3052
2016-09-12,12,3120,3003
2016-09-12,13,2731,2762
2016-09-12,14,2279,2297
2016-09-12,15,2422,2225
2016-09-12,16,2652,2672
2016-09-12,17,2796,2659
2016-09-12,18,2419,2362
2016-09-12,19,1564,1614
2016-09-12,20,915,1099
2016-09-12,21,683,889
2016-09-12,22,655,804
2016-09-12,23,328,473
2016-09-13,00,159,266
2016-09-13,01,109,248
2016-09-13,02,102,253
2016-09-13,03,125,270
2016-09-13,04,120,232
